"","Year","TFR_female","State","TFR_male","TFR_adj","HDI","HLI_male","HLI_female","LE_male","LE_female","lag_HDI","lag_HLI_female","lag_HLI_male","lag_LE_female","lag_LE_male","lag_HDI2","lag_HLI_female2","lag_HLI_male2","lag_LE_female2","lag_LE_male2","Division"
"427",1995,1.91186650707363,"North Dakota",1.77294476314321,2.12832174962581,0.883,68.4029184596086,76.5066298201091,74.59,81.22,0.882,76.5738406396236,68.5250117843802,81.17,74.62,0.777924,5863.55307030247,4695.67724004944,6588.5689,5568.1444,"Midwest"
"428",1996,1.90526931449102,"North Dakota",1.77367156380101,2.06990199445442,0.885,69.9217632144444,77.3740358624307,75.14,81.11,0.883,76.5066298201091,68.4029184596086,81.22,74.59,0.779689,5853.26440643121,4678.95925379186,6596.6884,5563.6681,"Midwest"
"429",1997,1.93639377499537,"North Dakota",1.81196962713977,2.13848444827341,0.887,70.5296439820771,76.666996782859,75.47,81.36,0.885,77.3740358624307,69.9217632144444,81.11,75.14,0.783225,5986.74142564071,4889.05297101683,6578.8321,5646.0196,"Midwest"
"430",1998,1.87395804600882,"North Dakota",1.75638652044162,2.0664322063745,0.892,69.0336759283983,75.6876535403553,75.27,81.19,0.887,76.666996782859,70.5296439820771,81.36,75.47,0.786769,5877.82839570291,4974.43068023854,6619.4496,5695.7209,"Midwest"
"431",1999,1.84129906939381,"North Dakota",1.72792273817969,2.01046128914851,0.886,69.6412985862411,76.5177995901746,75.37,81.02,0.892,75.6876535403553,69.0336759283983,81.19,75.27,0.795664,5728.62089844486,4765.64841218712,6591.8161,5665.5729,"Midwest"
"432",2000,1.88325418336375,"North Dakota",1.77244568983462,2.01757903116622,0.889,69.940438184948,76.6971899069905,75.66,81.81,0.886,76.5177995901746,69.6412985862411,81.02,75.37,0.784996,5854.97365412213,4849.91046877799,6564.2404,5680.6369,"Midwest"
"433",2001,1.90116307562553,"North Dakota",1.79043986217366,2.06507423637864,0.892,69.7820703803653,75.363559722141,75.69,81.07,0.889,76.6971899069905,69.940438184948,81.81,75.66,0.790321,5882.45893962896,4891.66489350254,6692.8761,5724.4356,"Midwest"
"434",2002,1.94749486619544,"North Dakota",1.83725544878262,2.15621312170982,0.895,70.69410071749,77.2639248757879,76.14,81.62,0.892,75.363559722141,69.7820703803653,81.07,75.69,0.795664,5679.66613399271,4869.53734657026,6572.3449,5728.9761,"Midwest"
"435",2003,2.00203064362266,"North Dakota",1.8749095711526,2.15730611383948,0.899,70.1448172656968,75.9607749284105,75.77,81.04,0.895,77.2639248757879,70.69410071749,81.62,76.14,0.801025,5969.7140872114,4997.65587625462,6661.8244,5797.2996,"Midwest"
"436",2004,2.03935545480045,"North Dakota",1.90956550014358,2.19501868446016,0.902,70.7491251568384,79.4323506191258,76.91,82.38,0.899,75.9607749284105,70.1448172656968,81.04,75.77,0.808201,5770.03932772464,4920.29538923799,6567.4816,5741.0929,"Midwest"
"437",2005,1.979,"North Dakota",NA,NA,0.904,71.3560922486937,77.5958595547259,76.67,82.11,0.902,79.4323506191258,70.7491251568384,82.38,76.91,0.813604,6309.49832487973,5005.43871045799,6786.4644,5915.1481,"Midwest"
"438",2006,2.145,"North Dakota",NA,NA,0.909,71.6306280750538,77.1148551059715,76.57,81.91,0.904,77.5958595547259,71.3560922486937,82.11,76.67,0.817216,6021.11742003675,5091.69190100408,6742.0521,5878.2889,"Midwest"
"439",2007,2.12,"North Dakota",NA,NA,0.913,71.9645465556511,76.3224290687416,77.41,82.1,0.909,77.1148551059715,71.6306280750538,81.91,76.57,0.826281,5946.70087801497,5130.94687842668,6709.2481,5862.9649,"Midwest"
"440",2008,2.131,"North Dakota",NA,NA,0.919,71.4287595120596,78.438106071189,76.67,82.37,0.913,76.3224290687416,71.9645465556511,82.1,77.41,0.833569,5825.11317895309,5178.89596096048,6740.41,5992.3081,"Midwest"
"441",2009,2.1245,"North Dakota",NA,NA,0.923,71.7754852609875,76.9564436618517,76.71,82,0.919,78.438106071189,71.4287595120596,82.37,76.67,0.844561,6152.5364840351,5102.06768543164,6784.8169,5878.2889,"Midwest"
"442",2010,2.0415,"North Dakota",NA,NA,0.929,71.0849116712206,78.0717842013589,76.84,82.47,0.923,76.9564436618517,71.7754852609875,82,76.71,0.851929,5922.29422107976,5151.72028445023,6724,5884.4241,"Midwest"
"443",2011,2.08,"North Dakota",NA,NA,0.934,71.6255874107089,77.3903597179223,76.96,82.43,0.929,78.0717842013589,71.0849116712206,82.47,76.84,0.863041,6095.20348838356,5053.06466730524,6801.3009,5904.3856,"Midwest"
"444",2012,2.1215,"North Dakota",NA,NA,0.942,71.7865622866001,77.1181705155712,77.31,81.86,0.934,77.3903597179223,71.6255874107089,82.43,76.96,0.872356,5989.26777726941,5130.2247719291,6794.7049,5922.8416,"Midwest"
"445",2013,2.1425,"North Dakota",NA,NA,0.943,70.6231749976065,78.2000981206457,76.61,82.24,0.942,77.1181705155712,71.7865622866001,81.86,77.31,0.887364,5947.21222366872,5153.31052492792,6701.0596,5976.8361,"Midwest"
"446",2014,2.236,"North Dakota",NA,NA,0.943,72.8151114720029,77.799175682267,77.41,82.29,0.943,78.2000981206457,70.6231749976065,82.24,76.61,0.889249,6115.25534607862,4987.63284674255,6763.4176,5869.0921,"Midwest"
"447",2015,2.158,"North Dakota",NA,NA,0.943,71.1982749311284,76.8797032665703,77.08,81.93,0.943,77.799175682267,72.8151114720029,82.29,77.41,0.889249,6052.71173684025,5302.04045868021,6771.6441,5992.3081,"Midwest"
"448",2016,2.1745,"North Dakota",NA,NA,0.945,71.2452650672779,78.1958754352145,77.22,82.31,0.943,76.8797032665703,71.1982749311284,81.93,77.08,0.889249,5910.48877435591,5069.19435316855,6712.5249,5941.3264,"Midwest"
"449",2017,2.065,"North Dakota",NA,NA,0.946,72.7633030105374,78.4785610339748,77.4,82.18,0.945,78.1958754352145,71.2452650672779,82.31,77.22,0.893025,6114.59493507959,5075.88779450669,6774.9361,5962.9284,"Midwest"
"450",2018,2.0335,"North Dakota",NA,NA,0.948,72.8709154148018,77.3916219806073,77.35,82.26,0.946,78.4785610339748,72.7633030105374,82.18,77.4,0.894916,6158.88454196331,5294.49826500328,6753.5524,5990.76,"Midwest"
"451",1969,2.43186626608905,"Ohio",2.82389944213174,2.4959869894643,NA,56.7460387327613,65.3777719365718,66.96,74.22,NA,64.9193238774672,56.2687491646599,73.86,66.7,NA,4214.51861270748,3166.17213255542,5455.2996,4448.89,"Midwest"
"452",1970,2.47946048766464,"Ohio",2.85719168816938,2.54049561316473,NA,57.0531572120673,65.6552274562821,67.21,74.48,NA,65.3777719365718,56.7460387327613,74.22,66.96,NA,4274.2530633904,3220.11291186005,5508.6084,4483.6416,"Midwest"
"453",1971,2.313102943962,"Ohio",2.63660271349141,2.47274047279697,NA,57.892660124827,66.4171746254995,67.57,74.86,NA,65.6552274562821,57.0531572120673,74.48,67.21,NA,4310.60889233614,3255.06274786487,5547.2704,4517.1841,"Midwest"
"454",1972,2.01731983638211,"Ohio",2.28062141661992,2.19174187565678,NA,58.1341080997612,66.2665010621498,67.45,74.76,NA,66.4171746254995,57.892660124827,74.86,67.57,NA,4411.2410852341,3351.56009632874,5604.0196,4565.7049,"Midwest"
"455",1973,1.8723703421296,"Ohio",2.10817413498679,2.02675046205291,NA,58.2339205313231,66.8390938053885,67.72,74.95,NA,66.2665010621498,58.1341080997612,74.76,67.45,NA,4391.2491630199,3379.57452455473,5589.0576,4549.5025,"Midwest"
"456",1974,1.82274708192253,"Ohio",2.04462503295561,1.98390300057645,NA,59.1654922737859,67.2918638586363,68.24,75.4,NA,66.8390938053885,58.2339205313231,74.95,67.72,NA,4467.46446072553,3391.18950044846,5617.5025,4585.9984,"Midwest"
"457",1975,1.77274747784571,"Ohio",1.9803979792446,1.97923392408113,NA,59.722507948166,68.0055703944996,68.67,75.96,NA,67.2918638586363,59.1654922737859,75.4,68.24,NA,4528.19494156925,3500.55547599942,5685.16,4656.6976,"Midwest"
"458",1976,1.71204507435398,"Ohio",1.9019886870838,1.91724463886076,NA,60.4074549229394,68.7116147659759,68.95,76.3,NA,68.0055703944996,59.722507948166,75.96,68.67,NA,4624.75760468125,3566.77795561876,5769.9216,4715.5689,"Midwest"
"459",1977,1.75368795073847,"Ohio",1.93884837397464,1.92529408060014,NA,60.6777461109955,69.1209226137709,69.05,76.45,NA,68.7116147659759,60.4074549229394,76.3,68.95,NA,4721.28600374788,3649.06061026695,5821.69,4754.1025,"Midwest"
"460",1978,1.72203962614741,"Ohio",1.89293016200885,1.85672496677779,NA,61.24623195658,69.7727995493583,69.43,76.69,NA,69.1209226137709,60.6777461109955,76.45,69.05,NA,4777.7019429789,3681.78887311044,5844.6025,4767.9025,"Midwest"
"461",1979,1.77553203445397,"Ohio",1.94067136720254,1.92994798699945,NA,61.5991904659798,70.0473785007055,69.7,77.06,NA,69.7727995493583,61.24623195658,76.69,69.43,NA,4868.24355695493,3751.1009288792,5881.3561,4820.5249,"Midwest"
"462",1980,1.79080701391629,"Ohio",1.94422192346948,1.97936786512384,NA,61.5231501726858,69.9799058038214,69.63,76.86,NA,70.0473785007055,61.5991904659798,77.06,69.7,NA,4906.6352348211,3794.46026606405,5938.2436,4858.09,"Midwest"
"463",1981,1.77513432332592,"Ohio",1.91692685100378,1.96504151465483,NA,62.5340847352154,70.4599011132456,70.21,77.2,NA,69.9799058038214,61.5231501726858,76.86,69.63,NA,4897.18721631172,3785.09800717085,5907.4596,4848.3369,"Midwest"
"464",1982,1.76541584111228,"Ohio",1.89352091137596,1.93794661060148,NA,63.5265940933456,71.1413731120671,70.77,77.71,NA,70.4599011132456,62.5340847352154,77.2,70.21,NA,4964.59766488835,3910.5117536711,5959.84,4929.4441,"Midwest"
"465",1983,1.71650276757805,"Ohio",1.82630899407037,1.85099798863437,NA,63.5963023527787,71.3643381736055,70.71,77.6,NA,71.1413731120671,63.5265940933456,77.71,70.77,NA,5061.09496827034,4035.62815710069,6038.8441,5008.3929,"Midwest"
"466",1984,1.72816633899944,"Ohio",1.82635559880593,1.85189165312263,NA,64.1321898711537,71.8747742260291,71.03,77.78,NA,71.3643381736055,63.5963023527787,77.6,70.71,NA,5092.86876295673,4044.48967294604,6021.76,4999.9041,"Midwest"
"467",1985,1.76714442041603,"Ohio",1.85451410220466,1.87947355648077,NA,64.2352584223038,71.938378896748,71.15,77.75,NA,71.8747742260291,64.1321898711537,77.78,71.03,NA,5165.98317004265,4112.93777766971,6049.7284,5045.2609,"Midwest"
"468",1986,1.75762462101632,"Ohio",1.83564107705877,1.84278378818526,NA,63.9645332131007,72.0653740512899,71.11,77.8,NA,71.938378896748,64.2352584223038,77.75,71.15,NA,5175.13035829208,4126.16842458015,6045.0625,5062.3225,"Midwest"
"469",1987,1.77382970430294,"Ohio",1.84282681421039,1.82983616819482,NA,64.9290560484303,72.3253104587955,71.48,77.93,NA,72.0653740512899,63.9645332131007,77.8,71.11,NA,5193.41813715232,4091.46150916987,6052.84,5056.6321,"Midwest"
"470",1988,1.82816451322553,"Ohio",1.88771170100768,1.86476154215709,NA,64.7048551476486,72.1963698606448,71.56,77.92,NA,72.3253104587955,64.9290560484303,77.93,71.48,NA,5230.95053296115,4215.78231934021,6073.0849,5109.3904,"Midwest"
"471",1989,1.89382205233427,"Ohio",1.94306761290498,1.90168312075682,NA,64.9599376543298,72.408753970284,71.93,78.33,NA,72.1963698606448,64.7048551476486,77.92,71.56,NA,5212.31582105503,4186.71827967819,6071.5264,5120.8336,"Midwest"
"472",1990,1.9503019465005,"Ohio",1.98847369908865,1.9650443914633,0.869,65.175545955863,72.3608239844477,72.04,78.38,NA,72.408753970284,64.9599376543298,78.33,71.93,NA,5243.02765152912,4219.79350005441,6135.5889,5173.9249,"Midwest"
"473",1991,1.96490881812444,"Ohio",1.98964835823956,2.0420306526352,0.871,65.1711215777336,72.813807289674,72.06,78.54,0.869,72.3608239844477,65.175545955863,78.38,72.04,0.755161,5236.08884770822,4247.85179064481,6143.4244,5189.7616,"Midwest"
"474",1992,1.94564924997828,"Ohio",1.95799390670007,2.12775748209294,0.874,65.8549378962133,72.9125195864783,72.49,78.77,0.871,72.813807289674,65.1711215777336,78.54,72.06,0.758641,5301.85053201778,4247.27508769973,6168.5316,5192.6436,"Midwest"
"475",1993,1.9274733057386,"Ohio",1.9310024786888,2.20391889338243,0.878,65.8329239220448,73.0862533700143,72.42,78.63,0.874,72.9125195864783,65.8549378962133,78.77,72.49,0.763876,5316.23551244858,4336.87284531411,6204.7129,5254.8001,"Midwest"
"476",1994,1.91504913369287,"Ohio",1.91475720312989,2.19207560645459,0.881,66.1118676528351,73.3760724261521,72.6,78.68,0.878,73.0862533700143,65.8329239220448,78.63,72.42,0.770884,5341.60043166592,4333.97387212574,6182.6769,5244.6564,"Midwest"
"477",1995,1.91225264672843,"Ohio",1.90876002188422,2.13808595452111,0.882,65.8773460015534,73.3355287261035,72.5,78.51,0.881,73.3760724261521,66.1118676528351,78.68,72.6,0.776161,5384.04800468792,4370.77904454598,6190.5424,5270.76,"Midwest"
"478",1996,1.90438428486803,"Ohio",1.89906905131357,2.07291282676159,0.885,67.170136061943,73.7218217173025,73.03,78.73,0.882,73.3355287261035,65.8773460015534,78.51,72.5,0.777924,5378.09977353715,4339.82471620838,6163.8201,5256.25,"Midwest"
"479",1997,1.92987680293089,"Ohio",1.92460954187356,2.07449167504358,0.886,67.3891955978915,73.9396016640778,73.24,78.94,0.885,73.7218217173025,67.170136061943,78.73,73.03,0.783225,5434.90699731773,4511.82717857993,6198.4129,5333.3809,"Midwest"
"480",1998,1.959279239004,"Ohio",1.95278128480676,2.11591598472862,0.891,67.7077851407556,73.6383772777621,73.56,78.82,0.886,73.9396016640778,67.3891955978915,78.94,73.24,0.784996,5467.0646942425,4541.30368333087,6231.5236,5364.0976,"Midwest"
"481",1999,1.97660920928527,"Ohio",1.96923166226289,2.18262772905981,0.886,67.5206945500113,73.4178680359696,73.48,78.62,0.891,73.6383772777621,67.7077851407556,78.82,73.56,0.793881,5422.61060810203,4584.34416866672,6212.5924,5411.0736,"Midwest"
"482",2000,2.02964924857784,"Ohio",2.02290257339499,2.29257762812679,0.888,67.8014724814417,73.7941698897639,73.71,78.77,0.886,73.4178680359696,67.5206945500113,78.62,73.48,0.784996,5390.18334694704,4559.04419251592,6181.1044,5399.3104,"Midwest"
"483",2001,1.99232848259686,"Ohio",1.98796388127883,2.27940394951563,0.888,68.0543373273202,74.0468498066207,73.85,78.92,0.888,73.7941698897639,67.8014724814417,78.77,73.71,0.788544,5445.57950971934,4597.0396706517,6204.7129,5433.1641,"Midwest"
"484",2002,1.96705700721945,"Ohio",1.96352658165537,2.22430326603406,0.889,68.010888984156,73.7546427532687,73.81,78.84,0.888,74.0468498066207,68.0543373273202,78.92,73.85,0.788544,5482.93596628424,4631.39282906069,6228.3664,5453.8225,"Midwest"
"485",2003,1.99029258133788,"Ohio",1.98868762878154,2.15856076098459,0.89,68.0541038662498,74.0166029621154,74.07,78.94,0.889,73.7546427532687,68.010888984156,78.84,73.81,0.790321,5439.7473276623,4625.4810204152,6215.7456,5447.9161,"Midwest"
"486",2004,1.99143690219805,"Ohio",1.99360018144552,2.15973027810489,0.893,68.350755328488,74.3989407861186,74.32,79.37,0.89,74.0166029621154,68.0541038662498,78.94,74.07,0.7921,5478.45751405142,4631.36105303831,6231.5236,5486.3649,"Midwest"
"487",2005,1.9575,"Ohio",NA,NA,0.893,67.8760983910112,74.1262772453508,74.15,79.27,0.893,74.3989407861186,68.350755328488,79.37,74.32,0.797449,5535.20239009638,4671.82575397483,6299.5969,5523.4624,"Midwest"
"488",2006,1.993,"Ohio",NA,NA,0.896,68.4873750930953,74.5165867471902,74.58,79.58,0.893,74.1262772453508,67.8760983910112,79.27,74.15,0.797449,5494.70497825461,4607.16473278623,6283.7329,5498.2225,"Midwest"
"489",2007,2.008,"Ohio",NA,NA,0.898,68.6491928951596,74.6962173322453,74.72,79.76,0.896,74.5165867471902,68.4873750930953,79.58,74.58,0.802816,5552.72170045152,4690.52054714233,6332.9764,5562.1764,"Midwest"
"490",2008,1.986,"Ohio",NA,NA,0.898,68.6488942582437,74.652594264313,74.66,79.66,0.898,74.6962173322453,68.6491928951596,79.76,74.72,0.806404,5579.52488374602,4712.71168515683,6361.6576,5583.0784,"Midwest"
"491",2009,1.938,"Ohio",NA,NA,0.898,68.9075390671641,75.0480428545193,75.02,79.94,0.898,74.652594264313,68.6488942582437,79.66,74.66,0.806404,5573.00983039214,4712.67068287952,6345.7156,5574.1156,"Midwest"
"492",2010,1.8985,"Ohio",NA,NA,0.902,69.4405153597093,74.7699671589773,75.21,79.97,0.898,75.0480428545193,68.9075390671641,79.94,75.02,0.806404,5632.20873629376,4748.24894029275,6390.4036,5628.0004,"Midwest"
"493",2011,1.8815,"Ohio",NA,NA,0.906,69.2113125532367,74.630194252243,75.14,79.8,0.902,74.7699671589773,69.4405153597093,79.97,75.21,0.813604,5590.54798895454,4821.98517342202,6395.2009,5656.5441,"Midwest"
"494",2012,1.886,"Ohio",NA,NA,0.908,69.3816645298797,74.8216108891824,75.24,79.85,0.906,74.630194252243,69.2113125532367,79.8,75.14,0.820836,5569.66589412752,4790.20578534182,6368.04,5646.0196,"Midwest"
"495",2013,1.882,"Ohio",NA,NA,0.91,69.234651006605,75.1964670076542,75.23,79.98,0.908,74.8216108891824,69.3816645298797,79.85,75.24,0.824464,5598.27345605221,4813.81537293677,6376.0225,5661.0576,"Midwest"
"496",2014,1.8805,"Ohio",NA,NA,0.912,69.4279429534269,75.4586552381535,75.1,80.11,0.91,75.1964670076542,69.234651006605,79.98,75.23,0.8281,5654.50865043323,4793.4369000064,6396.8004,5659.5529,"Midwest"
"497",2015,1.872,"Ohio",NA,NA,0.913,68.8910067562939,74.7837884414623,74.8,79.7,0.912,75.4586552381535,69.4279429534269,80.11,75.1,0.831744,5694.00865035051,4820.2392627443,6417.6121,5640.01,"Midwest"
"498",2016,1.8525,"Ohio",NA,NA,0.915,68.3687346557225,74.354633034914,74.4,79.61,0.913,74.7837884414623,68.8910067562939,79.7,74.8,0.833569,5592.61501365739,4745.97081189573,6352.09,5595.04,"Midwest"
"499",2017,1.826,"Ohio",NA,NA,0.917,67.8185572819141,74.2456529701266,73.94,79.33,0.915,74.354633034914,68.3687346557225,79.61,74.4,0.837225,5528.61145375672,4674.28387842459,6337.7521,5535.36,"Midwest"
"500",2018,1.7915,"Ohio",NA,NA,0.92,68.4360641482697,74.8255220013893,74.39,79.64,0.917,74.2456529701266,67.8185572819141,79.33,73.94,0.840889,5512.41698496046,4599.35671180026,6293.2489,5467.1236,"Midwest"
"501",1969,2.76464161353278,"South Dakota",3.05055805909777,2.92535703651071,NA,57.4618052420032,65.558434716282,68.24,75.61,NA,67.221213381141,56.7995386563847,76.4,68.35,NA,4518.69152843289,3226.18759157814,5836.96,4671.7225,"Midwest"
"502",1970,2.69005819735237,"South Dakota",2.9622733703409,2.85068198087045,NA,58.2383634961637,66.6284716167781,68.8,76.38,NA,65.558434716282,57.4618052420032,75.61,68.24,NA,4297.90836244901,3301.85906166991,5716.8721,4656.6976,"Midwest"
"503",1971,2.56532084659968,"South Dakota",2.79020122980228,2.79470974545551,NA,57.9504286575813,68.0827000952029,68.56,76.77,NA,66.6284716167781,58.2383634961637,76.38,68.8,NA,4439.35322998781,3391.70698271129,5833.9044,4733.44,"Midwest"
"504",1972,2.29668053741819,"South Dakota",2.48586044885568,2.53117045826297,NA,57.0404631584434,65.4210998526982,68.1,75.33,NA,68.0827000952029,57.9504286575813,76.77,68.56,NA,4635.25405225334,3358.25218159742,5893.6329,4700.4736,"Midwest"
"505",1973,2.17146511325097,"South Dakota",2.33065656805974,2.37811021150499,NA,58.5394805861082,68.6655537173791,68.9,77.48,NA,65.4210998526982,57.0404631584434,75.33,68.1,NA,4279.92030593671,3253.61443732974,5674.6089,4637.61,"Midwest"
"506",1974,2.20834283712163,"South Dakota",2.36698208094092,2.49364378606769,NA,58.5157783556463,67.44739418951,69.42,77.26,NA,68.6655537173791,58.5394805861082,77.48,68.9,NA,4714.95826731427,3426.87078729134,6003.1504,4747.21,"Midwest"
"507",1975,2.14034702799694,"South Dakota",2.28381249655698,2.39107361889773,NA,60.6063363452969,68.8095652841161,69.97,77.79,NA,67.44739418951,58.5157783556463,77.26,69.42,NA,4549.15098295515,3424.09631656712,5969.1076,4819.1364,"Midwest"
"508",1976,2.16385739898792,"South Dakota",2.31899174435358,2.34639515791936,NA,60.4540697334495,67.5326561295951,69.85,77.14,NA,68.8095652841161,60.6063363452969,77.79,69.97,NA,4734.75627458904,3673.12800519926,6051.2841,4895.8009,"Midwest"
"509",1977,2.18686421110394,"South Dakota",2.31597965258725,2.31949720780457,NA,60.0977638888857,70.1748651094182,70.14,78.87,NA,67.5326561295951,60.4540697334495,77.14,69.85,NA,4560.65964391814,3654.69454733677,5950.5796,4879.0225,"Midwest"
"510",1978,2.17589571463232,"South Dakota",2.30060781997645,2.30608286323879,NA,62.0009124848955,70.9523229332302,70.64,78.47,NA,70.1748651094182,60.0977638888857,78.87,70.14,NA,4924.51169312504,3611.74122444426,6220.4769,4919.6196,"Midwest"
"511",1979,2.2912983145919,"South Dakota",2.41199378414902,2.51662462818948,NA,63.0435907764856,72.08268214124,70.98,79.33,NA,70.9523229332302,62.0009124848955,78.47,70.64,NA,5034.23212962138,3844.11314895967,6157.5409,4990.0096,"Midwest"
"512",1980,2.31452959078018,"South Dakota",2.42346324578279,2.47795850458145,NA,62.9316723114498,72.2889562790213,70.82,79.08,NA,72.08268214124,63.0435907764856,79.33,70.98,NA,5195.91306467504,3974.49433799298,6293.2489,5038.1604,"Midwest"
"513",1981,2.21517764254212,"South Dakota",2.31696061941466,2.27508349871904,NA,63.7081951154322,72.4638654745274,71.35,79.48,NA,72.2889562790213,62.9316723114498,79.08,70.82,NA,5225.69319991026,3960.3953799157,6253.6464,5015.4724,"Midwest"
"514",1982,2.22358298965772,"South Dakota",2.30535082128436,2.28043753376685,NA,64.2230874394189,73.4550519803468,71.88,79.26,NA,72.4638654745274,63.7081951154322,79.48,71.35,NA,5251.0117995104,4058.73412486598,6317.0704,5090.8225,"Midwest"
"515",1983,2.17091671784091,"South Dakota",2.22943504272331,2.25510061973959,NA,64.7936828085752,72.5195978611512,71.87,79.36,NA,73.4550519803468,64.2230874394189,79.26,71.88,NA,5395.64466143545,4124.60496025124,6282.1476,5166.7344,"Midwest"
"516",1984,2.16966213965734,"South Dakota",2.20785119332824,2.31035350376606,NA,64.0670694926164,74.9591016622157,71.9,80.22,NA,72.5195978611512,64.7936828085752,79.36,71.87,NA,5259.09207394309,4198.22133189825,6298.0096,5165.2969,"Midwest"
"517",1985,2.15104976281113,"South Dakota",2.17149417000508,2.27041341477978,NA,64.971129009453,74.8840630855468,72.33,80.06,NA,74.9591016622157,64.0670694926164,80.22,71.9,NA,5618.86692200639,4104.58939337174,6435.2484,5169.61,"Midwest"
"518",1986,2.09926508964015,"South Dakota",2.09982966029986,2.18343680300499,NA,63.5551657397841,72.3767389838114,72.08,79.54,NA,74.8840630855468,64.971129009453,80.06,72.33,NA,5607.62290420016,4221.24760476299,6409.6036,5231.6289,"Midwest"
"519",1987,2.11964240805055,"South Dakota",2.10055503352303,2.22545404345414,NA,65.439124611051,73.6139158390543,72.72,79.71,NA,72.3767389838114,63.5551657397841,79.54,72.08,NA,5238.39234593076,4039.25909221142,6326.6116,5195.5264,"Midwest"
"520",1988,2.11649235732536,"South Dakota",2.07881379605753,2.21947404529647,NA,65.4289872614092,74.7012783787883,72.86,80.34,NA,73.6139158390543,65.439124611051,79.71,72.72,NA,5419.00860515937,4282.27902986066,6353.6841,5288.1984,"Midwest"
"521",1989,2.15516191691837,"South Dakota",2.10684701680399,2.26129894706985,NA,66.0470814990223,73.5855544677167,73.09,80.4,NA,74.7012783787883,65.4289872614092,80.34,72.86,NA,5580.28099142522,4280.95237405365,6454.5156,5308.5796,"Midwest"
"522",1990,2.18177437442022,"South Dakota",2.1155956898866,2.25737614746546,0.864,65.0950190904635,75.5789422139296,73.33,81.03,NA,73.5855544677167,66.0470814990223,80.4,73.09,NA,5414.83382632131,4362.2169745385,6464.16,5342.1481,"Midwest"
"523",1991,2.19835215167597,"South Dakota",2.11893823804459,2.31743139187652,0.866,65.916583862545,75.3794041273948,73.12,81.03,0.864,75.5789422139296,65.0950190904635,81.03,73.33,0.746496,5712.17650617652,4237.36151038781,6565.8609,5377.2889,"Midwest"
"524",1992,2.23052961483138,"South Dakota",2.14669297253332,2.52693634357933,0.87,67.2716358057437,73.6898331273691,73.76,80.08,0.866,75.3794041273948,65.916583862545,81.03,73.12,0.749956,5682.0545666011,4344.99602810793,6565.8609,5346.5344,"Midwest"
"525",1993,2.16756005617758,"South Dakota",2.08442126108257,2.58815841207809,0.873,66.1372848027547,74.7581616400902,73.26,80.54,0.87,73.6898331273691,67.2716358057437,80.08,73.76,0.7569,5430.19150633951,4525.47298398062,6412.8064,5440.5376,"Midwest"
"526",1994,2.1170103974553,"South Dakota",2.04276296408253,2.48301596555754,0.877,66.3985299318682,74.353026246601,73.68,80.66,0.873,74.7581616400902,66.1372848027547,80.54,73.26,0.762129,5588.78273180585,4374.14044108069,6486.6916,5367.0276,"Midwest"
"527",1995,2.11770079190135,"South Dakota",2.04925389684684,2.31895791649109,0.878,66.7000450500823,75.0188421145243,73.78,80.63,0.877,74.353026246601,66.3985299318682,80.66,73.68,0.769129,5528.37251202773,4408.7647771132,6506.0356,5428.7424,"Midwest"
"528",1996,2.12828227715272,"South Dakota",2.0664905468735,2.24500564157515,0.88,68.2936069472732,76.5698348468194,73.94,81.16,0.878,75.0188421145243,66.7000450500823,80.63,73.78,0.770884,5627.82667220392,4448.896009683,6501.1969,5443.4884,"Midwest"
"529",1997,2.08296700976619,"South Dakota",2.02290881708487,2.22055889380554,0.882,67.9266213396127,76.0670865954046,74.18,81.23,0.88,76.5698348468194,68.2936069472732,81.16,73.94,0.7744,5862.9396084692,4664.01674986865,6586.9456,5467.1236,"Midwest"
"530",1998,2.11953338663686,"South Dakota",2.05464992319304,2.27063013531502,0.888,67.3692613412456,74.4500396822653,74.43,80.43,0.882,76.0670865954046,67.9266213396127,81.23,74.18,0.777924,5786.20166311278,4614.02588661513,6598.3129,5502.6724,"Midwest"
"531",1999,2.17501526272306,"South Dakota",2.09784847449249,2.33629771554825,0.884,68.1764212797113,74.519172470213,74.59,80.68,0.888,74.4500396822653,67.3692613412456,80.43,74.43,0.788544,5542.80840869087,4538.61737366505,6468.9849,5539.8249,"Midwest"
"532",2000,2.13665145593656,"South Dakota",2.065993253332,2.2826398082139,0.888,69.5667696956882,76.6163927424994,74.98,80.93,0.884,74.519172470213,68.1764212797113,80.68,74.59,0.781456,5553.10706564535,4648.02441850868,6509.2624,5563.6681,"Midwest"
"533",2001,2.1773255990829,"South Dakota",2.10424002482921,2.36328440239782,0.89,67.9203504436546,77.0087088257061,74.67,81.38,0.888,76.6163927424994,69.5667696956882,80.93,74.98,0.788544,5870.07163687291,4839.53544589292,6549.6649,5622.0004,"Midwest"
"534",2002,2.22651626057912,"South Dakota",2.15387462209609,2.42810789783233,0.895,69.7672410960625,75.9636292585671,75.57,80.9,0.89,77.0087088257061,67.9203504436546,81.38,74.67,0.7921,5930.34123500238,4613.17400438886,6622.7044,5575.6089,"Midwest"
"535",2003,2.2853321625629,"South Dakota",2.20880179912055,2.4275477321625,0.896,68.206147286634,76.2135127460041,74.78,80.76,0.895,75.9636292585671,69.7672410960625,80.9,75.57,0.801025,5770.47297013303,4867.46793015611,6544.81,5710.8249,"Midwest"
